Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
NCR,MKT_052_GPONA_01,MKT_081_TDCAN_910CG_01_NCR7860,Eth-Trunk4||GE0/2/4(10G),3076,3409,1299,400,-,-,10.175.105.6,10.175.105.50,10.152.0.0/21,10.74.240.0/23,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1299,MKT_VAL_BNG_002,ET-10/3/0,HSI-60001299,10.152.224.0/19,THEODR-FMAGG-001-NCR4101,VE1/0/0.3409,SIP-60003409
NCR,MKT_052_HYA_01,MKT_052_TDCAN_T910D_01_NCR5930,Eth-Trunk3||GE0/2/4(10G),1676,,1677,400,3090,3091,10.81.22.18,10.198.170.10,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1677,MKT_VAL_BNG_002,ET-10/3/0,HSI-1677,-,-,-,-
NCR,MKT_052_HYB_01,MKT_052_TDCAN_T910D_01_NCR5930,Eth-Trunk4||GE0/2/5(10G),1676,1864,1677,400,-,-,10.81.22.18,10.198.170.10,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1677,MKT_VAL_BNG_002,ET-10/3/0,HSI-1677,10.18.144.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1864,SIP-1864
NCR,MKT_052_HYB_02,MKT_052_TDCAN_T910D_01_NCR5930,Eth-Trunk5||GE0/2/6(10G),1676,"1864
2339",1677,400,-,-,10.81.22.18,10.198.170.10,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1677,MKT_VAL_BNG_002,ET-10/3/0,HSI-1677,"10.18.144.0/22
100.98.76.0/22","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.1864
VE1/0/0.2339","SIP-1864
SIP-60002339"
NCR,MKT_054_HYB_01,MKT_054_TDCAN_T910D_01_NCR7701,Eth-Trunk3||GE0/2/4(10G),3101,3949,3133,400,-,-,10.81.22.18,10.81.22.16,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3133,MKT_VAL_BNG_002,ET-10/3/0,HSI-3133,100.126.92.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3949,SIP-3949
NCR,MKT_056_GPONA_01,GUADNUEVO_TDCAN_T980C_01_NCR71,GigabitEthernet0/4/1,2823,"2868
3851",2869,400,-,-,10.168.56.189,10.168.56.188,100.76.12.0/22,100.115.32.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,"100.96.144.0/20
100.85.128.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3851","SIP-60002868
SIP-60003851"
NCR,MKT_057_GPONA_01,BANGKAL_TDCAN_T980C_01_NCR766,GigabitEthernet0/4/1,2823,"2868
3851",2869,400,-,-,10.198.170.8,10.175.105.73,100.70.4.0/22,100.113.199.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,"100.96.144.0/20
100.85.128.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3851","SIP-60002868
SIP-60003851"
NCR,MKT_058_GPONA_01,ROCKWELL_TDCAN_T980C_01_NCR865,GigabitEthernet0/4/1,2823,"2868
3851",2869,400,-,-,10.175.105.65,10.175.105.68,100.71.100.0/22,100.113.217.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,"100.96.144.0/20
100.85.128.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3851","SIP-60002868
SIP-60003851"
NCR,MKT_060_GPONA_01,SOUCEMBO_TDCAN_TXACC_R0R8_01_L39_NCR915,GigabitEthernet0/1/1,2823,"2868
3858",2523,400,-,-,10.198.170.8,10.175.105.10,100.74.224.0/22,100.114.188.0/24,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,"100.96.144.0/20
100.85.160.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.2868
VE1/0/0.3858","SIP-60002868
SIP-60013858"
NCR,MKT_063_GPONA_01,DGUZMANBDGMMS-NCR7052-TRS_DC_MAN-R0R6_L41LTE-01,GigabitEthernet0/4/1,2823,2830,2869,400,-,-,10.175.105.6,10.198.170.10,100.76.28.0/22,100.115.53.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,100.99.16.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.2830,SIP-60002830
NCR,MKT_064_GPONA_01,PINAGKAIS_TDCAN_T980C_01_NCR850,GigabitEthernet0/4/1,2823,"2868
3851",2869,400,-,-,10.175.105.86,10.198.170.8,100.72.116.0/22,100.114.30.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,"100.96.144.0/20
100.85.128.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3851","SIP-60002868
SIP-60003851"
NCR,MKT_065_GPONA_01,PBURGOS-NCR429-TRS_DC_MAN-R0R6_L47LTE-01,GigabitEthernet0/1/2,2823,"2868
3858",2523,400,-,-,10.198.170.8,10.198.170.10,100.73.212.0/22,100.114.121.0/24,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,"100.96.144.0/20
100.85.160.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.2868
VE1/0/0.3858","SIP-60002868
SIP-60013858"
NCR,MKT_067_GPONA_01,RIZALMKTI_TDCAN_T980C_01_NCR979,GigabitEthernet0/4/3,2823,"2868
3858",2523,400,-,-,10.198.170.10,10.198.170.8,100.74.200.0/22,100.114.182.0/24,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,"100.96.144.0/20
100.85.160.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.2868
VE1/0/0.3858","SIP-60002868
SIP-60013858"
NCR,MKT_068_GPONA_01,PALMTOWER_TDCAN_T980C_01_NCR976,GigabitEthernet0/4/1,2823,"2868
3858",2523,400,-,-,10.175.105.6,10.175.105.50,100.73.76.0/22,100.114.146.0/24,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,"100.96.144.0/20
100.85.160.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.2868
VE1/0/0.3858","SIP-60002868
SIP-60013858"
NCR,MKT_069_GPONA_01,KAYAMANAN_TDCAN_T950C_01_NCR403,GigabitEthernet0/4/1,2823,"2868
3861",2869,400,-,-,10.198.170.8,-,100.73.224.0/22,100.114.124.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,"100.96.144.0/20
100.85.192.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3861","SIP-60002868
SIP-60003861"
NCR,MKT_071_GPONA_01,NGARCIA_TDCAN_T980C_01_NCR421,GigabitEthernet0/4/1,2823,2830,2523,400,-,-,10.198.170.8,-,10.250.0.0/22,10.217.20.0/24,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,100.99.16.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.2830,SIP-60002830
NCR,MKT_075_GPONA_01,AMAPOLA_TDCAN_TCX600_01_NCR361,GigabitEthernet0/5/2,2823,2830,2869,400,-,-,10.168.56.189,10.168.56.188,100.74.132.0/22,100.114.163.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,100.99.16.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.2830,SIP-60002830
NCR,MKT_077_GPONA_01,SEDENO_TDCAN_T950C_01_NCR904,GigabitEthernet0/2/1,3076,3005,3004,400,-,-,10.175.105.66,10.175.105.6,100.107.232.0/22,100.124.72.0/24,-,-,-,-,-,100.79.238.0/24,THEODR-FMAGG-001-NCR4101,VE1/0/0.3005,SIP-60003005
NCR,MKT_078_GPONA_01,SORIA_TDCAN_T980C_01_NCR911,GigabitEthernet0/3/1,2069,638,3552,400,-,-,10.175.105.5,10.175.105.66,10.220.0.0/20,10.196.240.0/22,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.61.64.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.638,SIP-60000638
NCR,MKT_079_GPONA_01,110BENAVDEZHMKTNCRID_TDCAN_T910D_01_NCR11113,Eth-Trunk3||GE0/2/3(10G),2069,687,3552,400,-,-,10.175.105.5,10.175.105.66,10.65.0.0/20,10.75.48.0/22,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.211.36.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.687,SIP-60000687
NCR,MKT_090_GPONA_01,REGENCY_TDCAN_T980C_01_NCR257,GigabitEthernet0/3/3,3076,"651
3398",3180,400,-,-,10.175.105.5,10.175.105.65,10.118.32.0/21,10.217.56.0/23,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3180,MKT_VAL_BNG_002,ET-10/3/0,HSI-60003180,"10.61.192.0/19
10.119.120.0/22","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.651
VE1/0/0.3398","SIP-60000651
SIP-60013398"
NCR,MKT_094_GPONA_01,KAMAGONG_TDCAN_T980C_01_NCR402,GigabitEthernet0/2/3,3076,3115,3141,400,-,-,10.175.105.56,10.198.170.8,10.248.192.0/21,10.217.4.0/23,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3141,MKT_VAL_BNG_002,ET-10/3/0,HSI-60013141,10.119.40.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3115,SIP-60003115
NCR,MKT_101_VDB_01,MKT_101_TDCAN_910CG_01_NCR2397,Eth-Trunk3||GE0/2/3(10G),3374,3442,1262,-,-,-,10.81.22.21,10.81.22.18,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,100.79.152.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.3442,SIP-60003442
NCR,MKT_106_GPONA_01,MKT_106_TDCAN_910CG_01_NCR1491,Eth-Trunk3||GE0/2/4(10G),2823,"2868
3865",2523,400,-,-,10.81.22.21,10.81.22.17,100.73.244.0/22,100.114.130.0/24,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,"100.96.144.0/20
100.113.248.0/21","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3865","SIP-60002868
SIP-60003865"
NCR,MKT_111_GPONA_01,MKT-111-NCR2444-ATN910C-01,Eth-Trunk3||GE0/2/4(10G),2823,"2868
3861",2523,400,-,-,10.81.22.18,10.81.22.17,100.73.240.0/22,100.114.129.0/24,CANERO-NCR1387-AGGFMN-X16A-02,100GE5/0/0.2523,CNR_BNG-001,ET-10/3/0,HSI-60002523,"100.96.144.0/20
100.85.192.0/19","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2868
VE1/0/0.3861","SIP-60002868
SIP-60003861"
NCR,MKT_111_HYB_01,MKT-111-NCR2444-ATN910C-01,Eth-Trunk4||GE0/2/12|GE0/2/13,1247,2148,1250,400,-,-,10.81.22.18,10.81.22.17,100.80.124.0/23,100.116.46.0/25,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1250,MKT_VAL_BNG_002,ET-5/1/0,HSI-1250,100.120.144.0/20,THEODR-FMAGG-002-NCR4101,VE1/0/0.2148,SIP-2148
NCR,MKT_114_HYB_01,MKT-114-NCR2420-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3076,2659,1256,400,-,-,10.175.105.10,10.175.105.6,100.80.2.0/23,100.116.30.128/25,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1256,MKT_VAL_BNG_002,ET-10/3/0,HSI-1256,100.118.228.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2659,SIP-2659
NCR,MKT_115_HYB_01,MKT-115-NCR2874-ATN910C-01,Eth-Trunk3||GE0/2/4|GE0/2/5,1253,2659,1256,400,-,-,10.175.105.10,10.175.105.6,100.78.128.0/23,100.115.102.128/25,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1256,MKT_VAL_BNG_002,ET-10/3/0,HSI-1256,100.118.228.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2659,SIP-2659
NCR,MKT_118_GPONA_01,MKT_118_TDCAN_910CG_01_NCR2451,Eth-Trunk4||GE0/2/5(10G),1971,2320,1268,400,-,-,10.81.22.21,10.81.22.18,100.107.236.0/22,100.124.73.0/24,-,-,-,-,-,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_118_HYB_01,MKT_118_TDCAN_910CG_01_NCR2451,Eth-Trunk3||GE0/2/4(10G),1265,2163,1268,400,-,-,10.81.22.21,10.81.22.18,100.79.250.0/23,100.116.11.0/25,-,-,-,-,-,100.118.224.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2163,SIP-2163
NCR,MKT_121_HYB_01,MKT_121_TDCAN_T910C-G_NCR2455,Eth-Trunk3||GE0/2/4(10G),3076,3637,1250,400,-,-,10.81.22.17,10.81.22.18,100.80.80.0/23,100.116.60.128/25,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1250,MKT_VAL_BNG_002,ET-5/1/0,HSI-1250,100.98.172.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3637,SIP-60003637
NCR,MKT_123_HYB_01,MKT-123-TDCAN_910CG-01_NCR2454,Eth-Trunk3||GE0/2/4(10G),3771,"1179
2148",1250,400,1248,1249,10.81.22.17,10.81.22.18,100.78.200.0/23,100.115.143.128/25,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1250,MKT_VAL_BNG_002,ET-5/1/0,HSI-1250,"10.18.88.0/22
100.120.144.0/20","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.1179
VE1/0/0.2148","SIP-1179
SIP-2148"
NCR,MKT_124_GPONA_01,MKT_124_TDCAN_910CG_01_NCR2871,Eth-Trunk3||GE0/2/4(10G),2823,"2868
3992",2869,400,-,-,10.81.22.21,10.81.22.18,100.107.240.0/22,100.124.74.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.2869,MKT_VAL_BNG_002,ET-10/3/0,HSI-60002869,"100.96.144.0/20
100.103.240.0/21","THEODR-FMAGG-002-NCR4101
VALERO-NCR733-AGGFMN-X16A-02","VE1/0/0.2868
VE9/0/0.3992","SIP-60002868
SIP-60003992"
NCR,MKT_124_GPONA_02,MKT_124_TDCAN_910CG_01_NCR2871,Eth-Trunk4||GE0/2/5(10G),1971,2320,1274,400,-,-,10.81.22.21,10.81.22.18,100.107.244.0/22,100.124.75.0/24,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_125_HYB_01,MKT_125_TDCAN_910B_01_NCR2872,Eth-Trunk3||GE0/2/19|GE0/2/20,1265,2163,1268,-,-,-,10.81.22.18,10.81.22.21,-,-,-,-,-,-,-,100.118.224.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2163,SIP-2163
NCR,MKT_125_HYB_02,MKT_125_TDCAN_910B_01_NCR2872,Eth-Trunk4||GE0/2/21|GE0/2/22,1265,2163,1268,-,-,-,10.81.22.18,10.81.22.21,-,-,-,-,-,-,-,100.118.224.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2163,SIP-2163
NCR,MKT_127_GPONA_01,MKT_127_TDCAN_910CG_01_NCR2873,Eth-Trunk3||GE0/2/4(10G),1971,2320,1262,400,-,-,10.81.22.21,10.81.22.18,100.107.248.0/22,100.124.76.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_128_GPONA_01,MKT_128_TDCAN_910CG_01_NCR2875,Eth-Trunk4||GE0/2/4(10G),1971,2320,1262,400,-,-,10.81.22.21,10.81.22.18,100.107.252.0/22,100.124.77.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_128_GPONA_02,MKT_128_TDCAN_910CG_01_NCR2875,Eth-Trunk5||GE0/2/5(10G),2011,2320,1262,400,-,-,10.81.22.21,10.81.22.18,100.108.0.0/22,100.124.78.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_128_VDB_01,MKT_128_TDCAN_910CG_01_NCR2875,Eth-Trunk3||GE0/2/19|GE0/2/20,2886,2450,1262,400,-,-,10.81.22.21,10.81.22.18,100.83.25.0/26,100.116.224.192/28,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,100.98.148.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2450,SIP-60002450
NCR,MKT_129_HYB_01,MKT_129_TDCAN_910C_01_NCR2392,Eth-Trunk3||GE0/2/13|GE0/2/14,1259,"2165
3861",1262,400,-,-,10.81.22.21,10.81.22.18,10.159.16.0/21,10.196.52.0/23,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1262,MKT_VAL_BNG_002,ET-10/3/0,HSI-1262,"100.121.164.0/22
100.85.192.0/19","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-001-NCR4101","VE1/0/0.2165
VE1/0/0.3861","SIP-2165
SIP-60003861"
NCR,MKT_130_HYB_01,MKT-130-NCR2416-ATN910B-01,Eth-Trunk3||GE0/2/19|GE0/2/20,3771,"1179
2148",1250,-,-,1249,10.81.22.17,10.81.22.18,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1250,MKT_VAL_BNG_002,ET-5/1/0,HSI-1250,"10.18.88.0/22
100.120.144.0/20","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.1179
VE1/0/0.2148","SIP-1179
SIP-2148"
NCR,MKT_132_HYB_01,MKT-132-NCR2427-ATN910C-G-01,Eth-Trunk3||GE0/2/4(10G),1247,2148,1250,400,-,-,10.81.22.18,10.81.22.17,10.63.224.0/20,10.82.232.0/22,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1250,MKT_VAL_BNG_002,ET-5/1/0,HSI-1250,100.120.144.0/20,THEODR-FMAGG-002-NCR4101,VE1/0/0.2148,SIP-2148
NCR,MKT_133_GPONA_01,MKT_133_TDCAN_910CG_01_NCR2428,Eth-Trunk4||GE0/2/5(10G),2011,2320,1274,400,-,-,10.81.22.21,10.81.22.18,10.118.60.0/22,10.217.63.0/24,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,10.117.128.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.2320,SIP-60022320
NCR,MKT_133_HYB_01,MKT_133_TDCAN_910CG_01_NCR2428,Eth-Trunk3||GE0/2/4(10G),1271,1016,1274,400,-,-,10.81.22.21,10.81.22.18,10.159.24.0/21,10.196.54.0/23,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,100.120.192.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.1016,SIP-1016
NCR,MKT_135_HYB_01,MKT_135_TDCAN_910D_01_NCR2430,Eth-Trunk3||GE0/2/4(10G),1271,1016,1274,400,-,-,10.81.22.21,10.81.22.18,100.78.64.0/23,100.115.194.128/25,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,100.120.192.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.1016,SIP-1016
NCR,MKT_136_HYB_01,MKT_136_TDCAN_910D_01_NCR2418,Eth-Trunk3||GE0/2/4(10G),1271,1016,1274,400,-,-,10.81.22.18,10.81.22.21,100.79.102.0/23,100.115.216.128/25,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,100.120.192.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.1016,SIP-1016
NCR,MKT_137_HYB_01,MKT_137_TDCAN_910CG_01_NCR2417,Eth-Trunk3||GE0/2/4(10G),1271,1016,1274,400,-,-,10.81.22.18,10.81.22.21,100.77.80.0/23,100.115.75.128/25,THEODR-FMAGG-002-NCR4101,100GE2/0/26.1274,QCY_TDR_CGN_002_IPOE,ET-11/1/2,HSI-1274,100.120.192.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.1016,SIP-1016
NCR,MKT_139_HYB_01,MKT_139_TDCAN_910B_01_NCR2415,Eth-Trunk3||GE0/2/19|GE0/2/20,1265,2163,1268,-,-,-,10.81.22.21,10.81.22.18,-,-,-,-,-,-,-,100.118.224.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2163,SIP-2163
NCR,MKT_148_HYB_01,MKT-148_TDCAN_T910C_01_NCR2401,Eth-Trunk4||GE0/2/4(10G)|GE0/2/5(10G),3076,3366,1286,400,-,-,10.175.105.50,10.175.105.5,100.80.96.0/23,100.116.65.128/25,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1286,MKT_VAL_BNG_002,ET-5/1/0,HSI-1286,"100.99.184.0/22
10.127.145.0/28","THEODR-FMAGG-002-NCR4101
CANERO-NCR1387-AGGFMN-X16A-02","VE1/0/0.3366
VE5/0/0.3366","SIP-60003366
RTP-3366"
NCR,MKT_149_VDB_01,MKT-149_TDCAN_T910C_01_NCR2408,Eth-Trunk4||GE0/2/13|GE0/2/14,3076,3366,1286,400,-,-,10.175.105.5,10.175.105.50,100.83.19.0/26,100.116.223.64/28,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1286,MKT_VAL_BNG_002,ET-5/1/0,HSI-1286,"100.99.184.0/22
10.127.145.0/28","THEODR-FMAGG-002-NCR4101
CANERO-NCR1387-AGGFMN-X16A-02","VE1/0/0.3366
VE5/0/0.3366","SIP-60003366
RTP-3366"
NCR,MKT_151_VDB_01,MKT-151_TDCAN_T910C_01_NCR2402,Eth-Trunk4||GE0/2/4(10G),3374,3366,1286,-,-,-,10.175.105.50,10.175.105.5,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1286,MKT_VAL_BNG_002,ET-5/1/0,HSI-1286,"100.99.184.0/22
10.127.145.0/28","THEODR-FMAGG-002-NCR4101
CANERO-NCR1387-AGGFMN-X16A-02","VE1/0/0.3366
VE5/0/0.3366","SIP-60003366
RTP-3366"
NCR,MKT_153_VDB_01,MKT_153_TDCAN_910CG_01_NCR2405,Eth-Trunk3||GE0/2/19|GE0/2/20,2886,1137,1280,400,-,-,10.81.22.18,10.81.22.19,100.82.247.128/25,100.116.217.96/27,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1280,MKT_VAL_BNG_002,ET-5/1/0,HSI-1280,10.15.61.0/24,THEODR-FMAGG-001-NCR4101,VE1/0/0.1137,SIP-1137
NCR,MKT_154_VDA_01,MKT-154-NCR2446-ATN910C-01,GigabitEthernet0/2/13,3101,,3139,400,3137,3138,10.175.105.6,10.175.105.5,100.82.181.128/25,100.116.200.224/27,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3139,MKT_VAL_BNG_002,ET-10/3/0,HSI-3139,-,-,-,-
NCR,MKT_154_VDB_01,MKT-154-NCR2446-ATN910C-01,Eth-Trunk3||GE0/2/3(10G),3374,3443,1340,-,-,-,10.175.105.6,10.175.105.5,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1340,MKT_VAL_BNG_002,ET-10/3/0,HSI-1340,100.79.160.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3443,SIP-60003443
NCR,MKT_158_VDB_01,MKT-158-NCR2395-ATN910C-01,Eth-Trunk3||GE0/2/4(10G),3374,2659,1256,-,-,-,10.175.105.10,10.175.105.6,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1256,MKT_VAL_BNG_002,ET-10/3/0,HSI-1256,100.118.228.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2659,SIP-2659
NCR,MKT_161_VDB_01,CTBANKMKT_TDCAN_T980C_01_NCR772,Eth-Trunk1||GE0/2/1|GE0/2/4,2886,3116,1340,400,-,-,10.175.105.6,10.175.105.66,100.82.241.128/25,100.116.215.224/27,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1340,MKT_VAL_BNG_002,ET-10/3/0,HSI-1340,100.98.244.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.3116,SIP-60003116
NCR,MKT_162_VDB_01,MKT_162_TDCAN_T910C_01_NCR381,Eth-Trunk3||GE0/2/4(10G),-,3443,1340,-,3090,3091,10.175.105.5,10.175.105.6,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1340,MKT_VAL_BNG_002,ET-10/3/0,HSI-1340,100.79.160.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3443,SIP-60003443
NCR,MKT_168_VDB_01,MKT-168-NCR2379-ATN910C-01,Eth-Trunk3||GE0/2/4(10G),2886,2892,1346,400,-,-,10.175.105.86,10.81.22.18,100.82.110.0/24,100.116.105.192/26,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1346,MKT_VAL_BNG_002,ET-5/1/0,HSI-1346,100.98.112.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2892,SIP-60012892
