Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
NCR,LSP_106_VDA_01,LSP_106_TDCAN_910B_01_NCR1593,GigabitEthernet0/2/19,3072,,1948,-,1946,1947,10.81.22.7,10.81.22.10,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1948,MKT_VAL_BNG_002,ET-5/1/0,HSI-1948,-,-,-,-
NCR,LSP_106_VDA_02,LSP_106_TDCAN_910B_01_NCR1593,GigabitEthernet0/2/20,3072,,1948,-,1946,1947,10.81.22.7,10.81.22.10,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.1948,MKT_VAL_BNG_002,ET-5/1/0,HSI-1948,-,-,-,-
NCR,LSP_107_VDB_01,LSP_107_TDCAN_910C_01_NCR1416,Eth-Trunk3||GE0/2/17|GE0/2/18,3097,980,1951,400,3040,3041,10.81.22.8,10.81.22.7,100.82.221.0/25,100.116.210.192/27,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1951,MKT_VAL_BNG_002,ET-10/3/0,HSI-1951,10.18.32.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.980,SIP-980
NCR,LSP_108_GPONA_01,LSP_108_TDCAN_910C_01_NCR1665,Eth-Trunk4||GE0/2/6(10G),2824,2876,2308,400,-,-,10.81.22.7,10.81.22.8,10.219.8.0/21,10.223.178.0/23,-,-,-,-,-,100.97.32.0/19,THEODR-FMAGG-002-NCR4101,VE1/0/0.2876,SIP-60002876
NCR,LSP_108_HYB_01,LSP_108_TDCAN_910C_01_NCR1665,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3097,1909,1951,400,-,-,10.81.22.7,10.81.22.8,100.77.90.0/23,100.115.80.128/25,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1951,MKT_VAL_BNG_002,ET-10/3/0,HSI-1951,100.109.180.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1909,SIP-1909
NCR,LSP_109_VDA_01,LSP_109_TDCAN_910B_01_NCR1664,GigabitEthernet0/2/18,3072,,1951,-,1949,1950,10.81.22.7,10.81.22.8,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1951,MKT_VAL_BNG_002,ET-10/3/0,HSI-1951,-,-,-,-
NCR,LSP_109_VDA_02,LSP_109_TDCAN_910B_01_NCR1664,GigabitEthernet0/2/19,3072,,1951,-,1949,1950,10.81.22.7,10.81.22.8,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1951,MKT_VAL_BNG_002,ET-10/3/0,HSI-1951,-,-,-,-
NCR,LSP_109_VDA_03,LSP_109_TDCAN_910B_01_NCR1664,GigabitEthernet0/2/20,3072,,1951,-,1949,1950,10.81.22.7,10.81.22.8,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1951,MKT_VAL_BNG_002,ET-10/3/0,HSI-1951,-,-,-,-
NCR,LSP_109_VDB_01,LSP_109_TDCAN_910B_01_NCR1664,GigabitEthernet0/2/22,3072,980,1951,-,1949,1950,10.81.22.7,10.81.22.8,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.1951,MKT_VAL_BNG_002,ET-10/3/0,HSI-1951,10.18.32.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.980,SIP-980
NCR,LSP_111_VDB_01,LSP_111_TDCAN_910CG_01_NCR3305,Eth-Trunk3||GE0/2/3(10G),2887,3445,715,-,-,-,10.81.22.8,-,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.79.164.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3445,SIP-60003445
NCR,LSP_201_VDB_01,LSP_201_TDCAN_01_910CG_NCR3692,Eth-Trunk3||GE0/2/19|GE0/2/20,2887,2408,715,400,-,-,10.81.22.7,10.81.22.8,100.82.245.0/25,100.116.216.192/27,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.98.128.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2408,SIP-60002408
NCR,LSP_202_VDB_01,LSP_202_TDCAN_910CG_01_NCR3886,Eth-Trunk3||GE0/2/19|GE0/2/20,2887,2654,1762,400,-,-,10.81.22.12,10.175.52.4,100.83.21.192/26,100.116.223.224/28,-,-,-,-,-,100.74.112.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2654,SIP-2654
NCR,LSP_503_GPONA_01,ALLENONGMMS_TDCAN_T980C_01_NCR7048,GigabitEthernet0/3/1,2012,2319,2529,400,-,-,10.198.170.9,10.175.105.42,10.248.252.0/22,10.217.19.0/24,THEODR-FMAGG-001-NCR4101,100GE2/0/25.2529,QCY_TDR_CGN_002_IPOE,ET-1/0/2,HSI-60002529,10.117.224.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.2319,SIP-60002319
NCR,LSP_606_HYB_01,LSP-606-NCR1326-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),2655,2654,478,400,-,-,10.175.105.43,10.175.105.42,10.159.0.0/21,10.196.48.0/23,-,-,-,-,-,100.74.112.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2654,SIP-2654
NCR,LSP_701_GPONA_01,LSP_701_TDCAN_01_T910B_NCR2112,Eth-Trunk4||GE0/2/21|GE0/2/22,2824,2512,715,-,-,-,10.81.22.8,10.81.22.7,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.78.128.0/20,THEODR-FMAGG-002-NCR4101,VE1/0/0.2512,SIP-60012512
NCR,LSP_701_VDB_01,LSP_701_TDCAN_01_T910B_NCR2112,Eth-Trunk3||GE0/2/19|GE0/2/20,3072,2139,715,-,-,-,10.81.22.8,10.81.22.7,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.121.16.0/21,THEODR-FMAGG-001-NCR4101,VE1/0/0.2139,SIP-2139
NCR,LSP_702_GPONA_01,LSP_702_TDCAN_01_T910CG_NCR2580,Eth-Trunk4||GE0/2/4(10G),-,3573,3551,400,-,-,10.81.22.7,10.81.22.8,10.216.160.0/21,10.119.40.0/23,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3551,MKT_VAL_BNG_002,ET-10/3/0,HSI-60003551,10.60.64.0/18,THEODR-FMAGG-001-NCR4101,VE1/0/0.3573,SIP-60003573
NCR,LSP_702_VDB_01,LSP_702_TDCAN_01_T910CG_NCR2580,Eth-Trunk3||GE0/2/19|GE0/2/20,3072,2139,715,400,-,-,10.81.22.7,10.81.22.8,100.82.218.0/25,100.116.210.0/27,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.121.16.0/21,THEODR-FMAGG-001-NCR4101,VE1/0/0.2139,SIP-2139
NCR,LSP_703_GPONA_01,LSP_703_TDCAN_T910C_01_NCR2113,Eth-Trunk3||GE0/2/4(10G),2824,2512,"715
2523
2550
2636",400,-,-,10.81.22.7,10.81.22.8,100.107.224.0/22,100.124.70.0/24,"VALERO-NCR733-AGGFMN-X16A-02
CANERO-NCR1387-AGGFMN-X16A-02
-
-","100GE7/0/1.715
100GE5/0/0.2523
-
-","MKT_VAL_BNG_002
CNR_BNG-001
-
-","ET-10/3/0
ET-10/3/0
-
-","HSI-715
HSI-60002523
-
-",100.78.128.0/20,THEODR-FMAGG-002-NCR4101,VE1/0/0.2512,SIP-60012512
NCR,LSP_704_HYB_01,LSP_704_TDCAN_910CG_01_NCR2769,Eth-Trunk3||GE0/2/4(10G),-,,"715
1552
3072",400,-,-,10.81.22.7,10.81.22.8,100.79.166.0/23,100.115.251.0/25,"VALERO-NCR733-AGGFMN-X16A-02
-
SANJUAN-NCR1660-AGGFMN-X16A-01","100GE7/0/1.715
-
100GE6/0/0.3072","MKT_VAL_BNG_002
-
SJN_BNG-002","ET-10/3/0
-
ET-10/1/0","HSI-715
-
HSI-60003072",-,-,-,-
NCR,LSP_706_GPONA_01,LSP_706_TDCAN_01_T910C_NCR2114,Eth-Trunk4||GE0/2/7(10G),1972,2319,715,400,-,-,10.81.22.8,10.81.22.7,100.107.228.0/22,100.124.71.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,10.117.224.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.2319,SIP-60002319
NCR,LSP_706_HYB_01,LSP_706_TDCAN_01_T910C_NCR2114,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3072,2643,715,400,-,-,10.81.22.8,10.81.22.7,100.77.70.0/23,100.115.219.0/25,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.117.52.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.2643,SIP-2643
NCR,LSP_707_VDB_01,LSP_707_TDCAN_910CG_01_NCR2626,Eth-Trunk2||GE0/2/19|GE0/2/20,3072,1322,715,400,-,-,10.81.22.8,-,100.81.222.0/24,100.116.82.128/26,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,10.18.44.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1322,SIP-1322
NCR,LSP_709_HYB_01,LSP_709_TDCAN_01_T910C_NCR2095,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3072,1554,715,400,-,-,10.81.22.8,10.81.22.7,100.77.136.0/23,100.115.128.0/25,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,10.17.156.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1554,SIP-1554
NCR,LSP_711_VDB_01,LSP_711_TDCAN_01_T910C_NCR2315,Eth-Trunk3||GE0/2/13|GE0/2/14,3072,1177,715,400,-,-,10.81.22.7,10.81.22.8,100.82.58.0/24,100.116.176.64/26,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,10.15.65.0/24,THEODR-FMAGG-001-NCR4101,VE1/0/0.1177,SIP-1177
NCR,LSP_712_VDA_01,LSP-712-NCR2848-ATN910C-01,GigabitEthernet0/2/13,3072,,715,400,661,662,10.81.22.8,10.81.22.7,100.82.157.128/25,100.116.194.224/27,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,-,-,-,-
NCR,LSP_712_VDB_01,LSP-712-NCR2848-ATN910C-01,Eth-Trunk4||GE0/2/14|GE0/2/15,3076,2056,715,400,-,-,10.81.22.8,10.81.22.7,100.82.97.0/24,100.116.189.128/26,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.99.140.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2056,SIP-60002056
NCR,LSP_713_VDB_01,LSP-713-NCR1033-ATN910C-01,Eth-Trunk4||GE0/2/4(10G),2887,2056,715,400,-,-,10.81.22.8,-,100.82.248.0/25,100.116.217.128/27,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.715,MKT_VAL_BNG_002,ET-10/3/0,HSI-715,100.99.140.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2056,SIP-60002056
NCR,MD-541-IS,MD_541_TDCAN_910B_01_NCR1624,GigabitEthernet0/2/16,4093,,479,-,655,656,10.81.22.21,-,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.479,MKT_VAL_BNG_002,ET-10/3/0,HSI-479,-,-,-,-
NCR,MKT-16_SALCEDOSQ,MKT_016_TDCAN_T910D_01_NCR4499,Eth-Trunk3||GE0/2/4(10G),3101,"809
2174",3133,400,3131,3132,10.81.22.18,-,100.93.168.0/23,100.120.234.0/24,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3133,MKT_VAL_BNG_002,ET-10/3/0,HSI-3133,"10.61.0.0/20
100.119.184.0/23","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.809
VE1/0/0.2174","SIP-60000809
SIP-2174"
NCR,MKT_000_HYB_01,VALERO-NCR733-AGGFN-X8-02,GigabitEthernet7/1/2,3072,1061,712,400,-,-,-,-,100.93.184.0/23,100.121.28.128/25,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.712,MKT_VAL_BNG_002,ET-10/3/0,HSI-712,10.17.140.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.1061,SIP-1061
NCR,MKT_001_GPONA_01,VALERO-NCR733-AGGFMN-X16A-01 & VALERO-NCR733-AGGFMN-X16A-02 & VALERO-NCR733-AGGFN-X8-02,Eth-Trunk15||GE16/1/6(10G) & Eth-Trunk15||GE8/1/0(10G) & GigabitEthernet4/1/7,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NCR,MKT_001_GPONA_02,VALERO-NCR733-AGGFN-X8-02,GigabitEthernet4/1/7,3101,"40
675
676
677
678
679
680
681
682
683
684
685
686
810
1270
1899
3125
3126","31
31
785
786
1632
3127
3500",401,3198,3199,-,-,-,-,"THEODR-FMAGG-002-NCR4101
SANJUAN-NCR1660-AGGFMN-X16A-01
SANJUAN-NCR1660-AGGFMN-X16A-02
THEODR-FMAGG-002-NCR4101
SANJUAN-NCR1660-AGGFMN-X16A-01
SANJUAN-NCR1660-AGGFMN-X16A-02
VALERO-NCR733-AGGFMN-X16A-02
VALERO-NCR733-AGGFMN-X16A-02
-
THEODR-FMAGG-002-NCR4101
VALERO-NCR733-AGGFMN-X16A-02","100GE1/1/17.31
100GE7/0/0.31
100GE4/0/0.31
100GE1/1/17.31
100GE7/0/0.31
100GE4/0/0.31
100GE7/0/1.785
100GE7/0/1.786
-
100GE1/1/17.3127
100GE7/0/1.3500","QCY_TDR_BNG_001
SJN_SJN_BNG_003
SJN_SJN_BNG_003
QCY_TDR_BNG_001
SJN_SJN_BNG_003
SJN_SJN_BNG_003
MKT_VAL_BNG_002
MKT_VAL_BNG_002
-
QCY_TDR_BNG_001
MKT_VAL_BNG_002","ET-10/3/0
ET-5/1/0
ET-10/3/0
ET-10/3/0
ET-5/1/0
ET-10/3/0
ET-10/3/0
ET-10/3/0
-
ET-10/3/0
ET-10/3/0","HSI-60010031
HSI-60000031
HSI-60000031
HSI-60010031
HSI-60000031
HSI-60000031
HSI-785
HSI-786
-
HSI-3127
HSI-3500","10.128.238.112/28
10.14.166.0/23
10.14.168.0/23
10.14.170.0/23
10.15.150.0/23
10.15.148.0/23
10.15.146.0/23
10.14.28.0/23
10.14.30.0/23
10.14.32.0/23
10.14.34.0/23
10.14.36.0/23
10.15.144.0/23
10.61.16.0/21
10.95.96.0/19
10.19.188.0/22
10.10.66.32/28
10.10.67.32/28","SNJUAN-FMAGG-002-NCR1660
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101
VALERO-NCR733-AGGFMN-X16A-01
VALERO-NCR733-AGGFMN-X16A-02","VE1/0/0.40
VE1/0/0.675
VE1/0/0.676
VE1/0/0.677
VE1/0/0.678
VE1/0/0.679
VE1/0/0.680
VE1/0/0.681
VE1/0/0.682
VE1/0/0.683
VE1/0/0.684
VE1/0/0.685
VE1/0/0.686
VE1/0/0.810
VE1/0/0.1270
VE1/0/0.1899
VE9/0/0.3125
VE9/0/0.3126","SIP-60000040
SIP-675
SIP-676
SIP-677
SIP-678
SIP-679
SIP-680
SIP-681
SIP-682
SIP-683
SIP-684
SIP-685
SIP-686
SIP-60000810
SIP-60001270
SIP-1899
H248-3125
RTP-3126"
NCR,MKT_002_GPONA_01,MKT_002_TDCAN_T910D_01_NCR5008,Eth-Trunk3||GE0/2/4(10G),3101,"3254
3255
3256",3257,400,-,-,10.81.22.18,10.81.22.16,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3257,MKT_VAL_BNG_002,ET-10/3/0,HSI-3257,"10.14.38.0/23
10.14.40.0/23
10.14.42.0/23","THEODR-FMAGG-002-NCR4101
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.3254
VE1/0/0.3255
VE1/0/0.3256","SIP-3254
SIP-3255
SIP-3256"
NCR,MKT_003_GPONA_01,MKT_003_TDCAN_T910D_01_NCR3902 & MKT_009_TDCAN_T910D_01_NCR4118,Eth-Trunk3||GE0/2/0(10G) & Eth-Trunk3||GE0/2/0(10G),3169,3060,,400,3167,3168,10.81.22.10,10.81.22.17,-,-,-,-,-,-,-,10.18.16.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.3060,SIP-3060
NCR,MKT_013_GPONA_02,LERATO_TDCAN_T950D_01_NCR3901,Eth-Trunk3||GE0/3/8(10G)|GE0/3/9(10G),2773,695,3552,400,-,-,10.175.105.5,10.175.105.10,10.220.96.0/19,10.223.8.0/21,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.213.32.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.695,SIP-60000695
NCR,MKT_013_HYB_01,MKT_013_TDCAN_T910D_01_NCR3901,Eth-Trunk4||GE0/2/5(10G),3101,1934,3194,400,-,-,10.81.22.17,10.81.22.21,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3194,MKT_VAL_BNG_002,ET-10/3/0,HSI-3194,100.120.224.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.1934,SIP-1934
NCR,MKT_013_HYB_02,MKT_013_TDCAN_T910D_01_NCR3901,Eth-Trunk5||GE0/2/6(10G),3101,1934,3194,400,-,-,10.81.22.17,10.81.22.21,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3194,MKT_VAL_BNG_002,ET-10/3/0,HSI-3194,100.120.224.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.1934,SIP-1934
NCR,MKT_013_HYB_03,MKT_013_TDCAN_T910D_01_NCR3901,Eth-Trunk6||GE0/2/7(10G),3102,1934,3194,400,-,-,10.81.22.17,10.81.22.21,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3194,MKT_VAL_BNG_002,ET-10/3/0,HSI-3194,100.120.224.0/21,THEODR-FMAGG-002-NCR4101,VE1/0/0.1934,SIP-1934
NCR,MKT_016_GPONA_01,VALERO-NCR733-AGGFN-X8-02,GigabitEthernet7/0/1,3101,"1445
3504","19
30
31
3124",400,3122,3123,-,-,100.70.104.0/22,100.113.154.0/24,"-
THEODR-FMAGG-001-NCR4101
CANMSC-FMAGG-001-NCR1387
SANJUAN-NCR1660-AGGFMN-X16A-01
SANJUAN-NCR1660-AGGFMN-X16A-02
VALERO-NCR733-AGGFMN-X16A-01
CANERO-NCR1387-AGGFMN-X16A-01
THEODR-FMAGG-002-NCR4101
SANJUAN-NCR1660-AGGFMN-X16A-01
SANJUAN-NCR1660-AGGFMN-X16A-02
-","-
100GE2/0/25.30
100GE1/1/16.30
100GE6/0/0.30
100GE7/1/0.30
100GE6/0/0.30
100GE5/0/0.30
100GE1/1/17.31
100GE7/0/0.31
100GE4/0/0.31
-","-
QCY_TDR_CGN_002_IPOE
CLC_CNR_BNG_002
SJN_BNG-002
SJN_BNG-002
MKT_VAL_BNG_002
CNR_BNG-001
QCY_TDR_BNG_001
SJN_SJN_BNG_003
SJN_SJN_BNG_003
-","-
ET-1/0/2
ET-5/1/0
ET-10/1/0
ET-5/3/0
ET-5/1/0
ET-5/3/0
ET-10/3/0
ET-5/1/0
ET-10/3/0
-","-
HSI-60000030
HSI-60000030
HSI-60000030
HSI-60000030
HSI-60000030
HSI-60000030
HSI-60010031
HSI-60000031
HSI-60000031
-","10.204.232.0/22
10.204.228.0/22","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.1445
VE1/0/0.3504","SIP-1445
SIP-3504"
NCR,MKT_023_GPONA_01,MKT_023_TDCAN_T910D_01_NCR5768,GigabitEthernet0/2/0,3101,3505,3190,-,3188,3189,10.81.22.18,10.81.22.21,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3190,MKT_VAL_BNG_002,ET-5/1/0,HSI-3190,10.18.76.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3505,SIP-3505
NCR,MKT_023_HYB_01,MKT_023_TDCAN_T910D_01_NCR5768,GigabitEthernet0/2/1,3101,1550,3190,-,-,-,10.81.22.18,10.81.22.21,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3190,MKT_VAL_BNG_002,ET-5/1/0,HSI-3190,100.110.232.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.1550,SIP-1550
NCR,MKT_025_GPONA_02,MKT_025_TDCAN_T910D_01_NCR5126,Eth-Trunk3||GE0/2/4(10G),3076,3406,3194,400,-,-,10.81.22.17,10.81.22.21,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3194,MKT_VAL_BNG_002,ET-10/3/0,HSI-3194,10.152.128.0/19,THEODR-FMAGG-002-NCR4101,VE1/0/0.3406,SIP-60003406
NCR,MKT_029_GPONA_01,MKT_029_TDCAN_910CG_01_NCR7257,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3690,3692,3693,400,-,-,10.81.22.18,10.81.22.10,100.79.168.0/23,100.115.252.0/25,-,-,-,-,-,-,-,-,-
NCR,MKT_039_VDB_01,GRAMERCY1MKT_TDCAN_T980C_01_NCR3516,Eth-Trunk1||GE0/1/8|GE0/2/9,-,,,400,-,-,-,-,100.81.214.0/24,100.116.73.128/26,-,-,-,-,-,-,-,-,-
NCR,MKT_039_VDB_02,GRAMERCY1MKT_TDCAN_T980C_01_NCR3516,Eth-Trunk2||GE0/1/9|GE0/2/8,3065,3061,3063,400,-,-,10.198.170.8,-,100.81.213.0/24,100.116.72.128/26,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3063,MKT_VAL_BNG_002,ET-5/1/0,HSI-3063,10.17.220.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3061,SIP-3061
NCR,MKT_043_GPONA_01,MKT_043_TDCAN_T910D_01_NCR93,GigabitEthernet0/2/4,3101,"809
3520",3133,-,3131,3132,10.81.22.16,10.81.22.18,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3133,MKT_VAL_BNG_002,ET-10/3/0,HSI-3133,"10.61.0.0/20
10.18.4.0/22","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.809
VE1/0/0.3520","SIP-60000809
SIP-3520"
NCR,MKT_044_GPONA_01,MKT_044_TDCAN_T910D_01_NCR3518,GigabitEthernet0/2/4,3101,"809
3409
3520",3133,-,3131,3132,10.81.22.16,10.81.22.18,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3133,MKT_VAL_BNG_002,ET-10/3/0,HSI-3133,"10.61.0.0/20
10.152.224.0/19
10.18.4.0/22","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.809
VE1/0/0.3409
VE1/0/0.3520","SIP-60000809
SIP-60003409
SIP-3520"
NCR,MKT_044_GPONA_02,PARKTERRACES_TDCAN_T950D_01_NCR3518,Eth-Trunk3||GE0/3/3(10G)|GE0/4/3(10G),2069,638,3552,400,-,-,10.175.105.66,10.175.105.6,10.53.128.0/19,10.191.136.0/21,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3552,MKT_VAL_BNG_002,ET-5/1/0,HSI-60003552,10.61.64.0/18,THEODR-FMAGG-002-NCR4101,VE1/0/0.638,SIP-60000638
NCR,MKT_045_VDA_01,MKT-755-NCR3136-ATN910C-01,GigabitEthernet0/2/13,3101,809,3142,400,3140,3141,10.175.105.86,10.81.22.18,100.94.172.0/22,100.120.228.0/23,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3142,MKT_VAL_BNG_002,ET-5/1/0,HSI-3142,10.61.0.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.809,SIP-60000809
NCR,MKT_047_GPONA_01,MKT_047_TDCAN_T910D_01_NCR6903,Eth-Trunk3||GE0/2/0(10G),3101,1619,3169,400,-,-,10.81.22.10,10.81.22.17,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3169,MKT_VAL_BNG_002,ET-5/1/0,HSI-3169,10.15.79.0/24,THEODR-FMAGG-001-NCR4101,VE1/0/0.1619,SIP-1619
NCR,MKT_047_GPONA_02,MKT_047_TDCAN_T910D_01_NCR6903,Eth-Trunk5||GE0/2/3(10G),2773,1867,3169,400,-,-,10.81.22.17,10.81.22.10,10.222.48.0/20,10.223.124.0/22,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3169,MKT_VAL_BNG_002,ET-5/1/0,HSI-3169,10.118.128.0/20,THEODR-FMAGG-001-NCR4101,VE1/0/0.1867,SIP-60011867
NCR,MKT_047_HYB_01,MKT_047_TDCAN_T910D_01_NCR6903,Eth-Trunk4||GE0/2/1(10G),3076,3362,3169,400,-,-,10.81.22.10,10.81.22.17,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3169,MKT_VAL_BNG_002,ET-5/1/0,HSI-3169,"10.119.179.0/24
10.119.179.0/24","THEODR-FMAGG-001-NCR4101
THEODR-FMAGG-002-NCR4101","VE1/0/0.3362
VE1/0/0.3362","SIP-60013362
SIP-60013362"
NCR,MKT_048_GPONA_01,MKT_048_TDCAN_T910D_01_NCR7294,Eth-Trunk3||GE0/2/0(10G),3101,2924,3169,400,-,-,10.81.22.17,10.81.22.10,-,-,VALERO-NCR733-AGGFMN-X16A-01,100GE6/0/0.3169,MKT_VAL_BNG_002,ET-5/1/0,HSI-3169,10.19.248.0/22,THEODR-FMAGG-002-NCR4101,VE1/0/0.2924,SIP-2924
NCR,MKT_050_GPONA_01,MKT_050_TDCAN_T910D_01_NCR7699,Eth-Trunk3||GE0/2/4(10G),3101,3941,3194,400,-,-,10.81.22.21,10.81.22.17,-,-,VALERO-NCR733-AGGFMN-X16A-02,100GE7/0/1.3194,MKT_VAL_BNG_002,ET-10/3/0,HSI-3194,100.105.12.0/22,THEODR-FMAGG-001-NCR4101,VE1/0/0.3941,SIP-3941
